uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,entity_active,registration_incorporation_date,year_rego,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code
202244052Z,ACRA,YAYI PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/12/22,2022,11/12/22,LOCAL,588D,ANG MO KIO STREET 52,11,239,PARK CENTRAL @ AMK,564588,na,na,10/7/26,18/2/25,86204
202244099G,ACRA,ADVANCED DENTAL CLINIC AMK CENTRAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,12/12/22,2022,12/12/22,LOCAL,720,ANG MO KIO AVENUE 6,1,4110,na,560720,na,na,31/7/25,29/7/24,86204
202244994D,ACRA,MAPLE DENTAL (SINGAPORE) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,18/12/22,2022,18/12/22,LOCAL,204,HOUGANG STREET 21,1,99,na,530204,na,na,31/7/25,1/7/24,86204
202245327R,ACRA,YKB (WOODLEIGH MALL) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,20/12/22,2022,20/12/22,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
202245512W,ACRA,DENTAL NOMADS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/12/22,2022,22/12/22,LOCAL,43,HOLLAND DRIVE,1,59,na,270043,na,na,31/7/25,3/7/24,86204
202246262N,ACRA,ASIA PACIFIC DENTAL CENTRE (RHC) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,29/12/22,2022,29/12/22,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,31/10/24,26/3/24,86204
202300579Z,ACRA,H&N CONSULTANCY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,4/1/23,2023,4/1/23,LOCAL,2,JALAN BUKIT MERAH,1,5150,BRICKWORKS ESTATE,150002,na,na,31/7/25,30/7/24,86204
202301155H,ACRA,MAPLE DENTAL @ KOVAN PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,9/1/23,2023,9/1/23,LOCAL,204,HOUGANG STREET 21,1,99,na,530204,na,na,31/7/25,1/7/24,86204
202302078H,ACRA,TEETH. Q DENTAL SURGEONS @ DAKOTA BREEZE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/1/23,2023,17/1/23,LOCAL,91,JALAN SATU,1,6,na,390091,na,na,31/7/25,22/7/24,86204
202302476E,ACRA,ADVANCED DENTAL CLINIC SELETAR PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,19/1/23,2023,19/1/23,LOCAL,33,SENGKANG WEST AVENUE,1,57-59,THE SELETAR MALL,797653,na,na,31/7/25,20/7/24,86204
202303286E,ACRA,NOBLE@EUNOS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,30/1/23,2023,30/1/23,LOCAL,46,LORONG 17 GEYLANG,7,4,ENTERPRISE INDUSTRIAL BUILDING,388568,na,na,31/7/25,29/7/24,86204
202306488E,ACRA,ADVANCED DENTAL CLINIC WOODLEIGH PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,22/2/23,2023,22/2/23,LOCAL,11,BIDADARI PARK DRIVE,2,9,THE WOODLEIGH MALL,367803,na,na,31/7/25,23/7/24,86204
53463392K,ACRA,T3 DENTAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,22/2/23,2023,22/2/23,LOCAL,216,MARSILING LANE,11,818,CAUSEWAY VIEW,730216,na,na,na,na,86204
202307139E,ACRA,MY ORTHO LAB PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,27/2/23,2023,27/2/23,LOCAL,12K,EAST COAST ROAD,na,na,na,428731,na,na,31/7/25,11/6/24,86204
53464629L,ACRA,CHILD SMILES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,17/3/23,2023,17/3/23,LOCAL,6,JALAN JAMBU BATU,na,na,HOCK SENG PARK,588725,na,na,na,na,86204
202311189H,ACRA,THE PERIODONTICS PRACTICE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,24/3/23,2023,24/3/23,LOCAL,1,ORCHARD BOULEVARD,8,4,CAMDEN CENTRE,248649,na,na,30/9/25,26/9/24,86204
202312811K,ACRA,KDENTAL711 PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,4/4/23,2023,4/4/23,LOCAL,711,GEYLANG ROAD,1,4,ORIENTAL VENTURE BUILDING,389626,na,na,31/7/25,9/4/24,86204
53465723X,ACRA,PARAGON DENTAL GROUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,10/4/23,2023,10/4/23,LOCAL,290,ORCHARD ROAD,na,na,THE PARAGON,238859,na,na,na,na,86204
202313870M,ACRA,YKB (TAMPINES 1) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,11/4/23,2023,11/4/23,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,31/1/24,86204
202314424K,ACRA,LOH AND LOH DENTAL SURGERY (AMK AVE 10) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/4/23,2023,14/4/23,LOCAL,531,ANG MO KIO AVENUE 10,1,2445,CHENG SAN CENTRE,560531,na,na,31/10/25,30/10/24,86204
202315113Z,ACRA,Q DENTAL GROUP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/4/23,2023,19/4/23,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/25,26/7/24,86204
202315015G,ACRA,3 DENTAL PRACTICE (SERANGOON) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,19/4/23,2023,19/4/23,LOCAL,139,TAMPINES STREET 11,1,62,na,521139,na,na,31/7/25,31/7/24,86204
202315502N,ACRA,MZ HONG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/4/23,2023,21/4/23,LOCAL,135,MIDDLE ROAD,2,27,BYLANDS BUILDING,188975,na,na,31/7/25,22/7/24,86204
202317969W,ACRA,JKCL HOLDINGS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,9/5/23,2023,9/5/23,LOCAL,144,UPPER BUKIT TIMAH ROAD,1,16,BEAUTY WORLD CENTRE,588177,na,na,30/11/25,26/11/24,86204
202320498R,ACRA,ASIA PACIFIC DENTAL CENTRE (ORCHARD) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,25/5/23,2023,25/5/23,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,na,86204
202321092H,ACRA,ENDEAVOR TECH PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,30/5/23,2023,30/5/23,LOCAL,100D,PASIR PANJANG ROAD,5,3,MEISSA,118520,na,na,1/1/26,26/11/24,86204
202321120M,ACRA,MEDIT TECHNOLOGIES PTE. LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,30/5/23,2023,30/5/23,LOCAL,100D,PASIR PANJANG ROAD,5,3,MEISSA,118520,na,na,31/7/25,24/7/24,86204
202321682D,ACRA,BIO-ARTISAN DENTAL LAB PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/6/23,2023,1/6/23,LOCAL,43,HOLLAND DRIVE,1,59,na,270043,na,na,30/1/26,2/1/25,86204
202324234M,ACRA,AFATI PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/6/23,2023,20/6/23,LOCAL,501,BUKIT TIMAH ROAD,2,18,CLUNY COURT,259760,na,na,30/1/26,13/3/25,86204
202326470C,ACRA,TSD DENTAL @ 806 PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,6/7/23,2023,6/7/23,LOCAL,3,MOUNT ELIZABETH,8,3,MOUNT ELIZABETH HOSPITAL,228510,na,na,31/7/24,na,86204
202327195N,ACRA,CLARITY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/7/23,2023,11/7/23,LOCAL,20,COLLYER QUAY,9,1,20 COLLYER QUAY,49319,na,na,31/1/26,11/10/24,86204
202327797D,ACRA,CLOVER DENTAL (AMK CENTRAL) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/7/23,2023,14/7/23,LOCAL,6,BISHAN STREET 25,39,12,CLOVER BY THE PARK,573975,na,na,30/4/26,10/12/24,86204
202328520E,ACRA,MY LITTLE TEETH CHILDREN DENTAL CLINIC @ WOODLEIGH PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/7/23,2023,19/7/23,LOCAL,373,HOUGANG STREET 31,18,55,na,530373,na,na,30/1/26,26/2/25,86204
202328865N,ACRA,SINCERE DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/7/23,2023,21/7/23,LOCAL,135,JURONG GATEWAY ROAD,1,321,na,600135,na,na,31/7/25,5/7/24,86204
202329165H,ACRA,ADVANCED DENTAL CLINIC BISHAN PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,24/7/23,2023,24/7/23,LOCAL,9,BISHAN PLACE,2,50,JUNCTION 8,579837,na,na,31/7/25,29/7/24,86204
202330277H,ACRA,CASA DENTAL (WOODLANDS) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,31/7/23,2023,31/7/23,LOCAL,30,WOODLANDS AVENUE 1,1,12,THE WOODGROVE,739065,na,na,30/1/26,23/1/25,86204
202331327R,ACRA,LUMINOUS DENTAL CLINIC @ MARINE PARADE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/8/23,2023,5/8/23,LOCAL,5,TAMPINES CENTRAL 1,1,1,TAMPINES PLAZA 2,529541,na,na,31/7/24,na,86204
202333763N,ACRA,MY FAMILY DENTAL @ WOODLEIGH PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/8/23,2023,21/8/23,LOCAL,373,HOUGANG STREET 31,18,55,na,530373,na,na,28/2/25,na,86204
202333732E,ACRA,THE DENTAL IMPLANT CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/8/23,2023,21/8/23,LOCAL,8,EU TONG SEN STREET,11,92,THE CENTRAL,59818,na,na,31/10/25,22/10/24,86204
202333959R,ACRA,THE DENTAL HUB (JURONG WEST) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,22/8/23,2023,22/8/23,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/24,na,86204
202334187M,ACRA,TDH (CANBERRA) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/8/23,2023,23/8/23,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/24,na,86204
202335377E,ACRA,CLOVER DENTAL (CLEMENTI AVE 5) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,31/8/23,2023,31/8/23,LOCAL,6,BISHAN STREET 25,39,12,CLOVER BY THE PARK,573975,na,na,31/7/26,6/3/25,86204
202335428G,ACRA,GREENLIFE DENTAL CLINIC (YEW TEE) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/9/23,2023,1/9/23,LOCAL,106,CLEMENTI STREET 12,3,56,SUNSET WAY ESTATE,120106,na,na,31/3/26,6/3/25,86204
202336506K,ACRA,ADVANCED DIGITAL IMPLANT DENTISTRY PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/9/23,2023,11/9/23,LOCAL,7,TEMASEK BOULEVARD,12,7,SUNTEC TOWER ONE,38987,na,na,31/7/26,14/3/25,86204
202337354Z,ACRA,FRANK DENTAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,16/9/23,2023,16/9/23,LOCAL,531,ANG MO KIO AVENUE 10,1,2443D,CHENG SAN CENTRE,560531,na,na,31/7/25,na,86204
202337820K,ACRA,DENTAL FOCUS (SIMEI) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/9/23,2023,19/9/23,LOCAL,248,SIMEI STREET 3,1,104,na,520248,na,na,31/7/25,na,86204
202314111C,ACRA,MY FAMILY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/9/23,2023,20/9/23,LOCAL,373,HOUGANG STREET 31,18,55,na,530373,na,na,31/3/26,17/3/25,86204
202338324W,ACRA,OXLEY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/9/23,2023,23/9/23,LOCAL,100,TRAS STREET,4,10,100 AM,79027,na,na,31/3/26,28/3/25,86204
202338605G,ACRA,THE DENTAL CHAPTER PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/9/23,2023,26/9/23,LOCAL,121,BISHAN STREET 12,1,93,na,570121,na,na,31/3/26,26/2/25,86204
202339340R,ACRA,THE DENTAL HUB (CANBERRA) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,2/10/23,2023,2/10/23,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/24,na,86204
202340735G,ACRA,ALLSMILES DENTAL CARE HOLLAND VILLAGE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/10/23,2023,12/10/23,LOCAL,502,JURONG WEST AVENUE 1,1,817,HONG KAH COURT,640502,na,na,30/4/25,na,86204
202341343R,ACRA,UDS DENTAL @ AMK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/10/23,2023,17/10/23,LOCAL,233,ANG MO KIO AVENUE 3,1,1178,KEBUN BARU PALM VIEW,560233,na,na,30/4/25,na,86204
202341577G,ACRA,AWG SING PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,18/10/23,2023,18/10/23,LOCAL,141,EAST COAST ROAD,na,na,na,428831,na,na,31/7/25,na,86204
202342600M,ACRA,LABRADOR DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/10/23,2023,25/10/23,LOCAL,1,PASIR PANJANG ROAD,1,2,LABRADOR TOWER,118479,na,na,31/7/25,na,86204
202343292G,ACRA,LINK DENTAL SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,31/10/23,2023,31/10/23,LOCAL,116,BISHAN STREET 12,1,28,BISHAN VIEW,570116,na,na,31/7/25,na,86204
202343831G,ACRA,DR YK5 DENTAL CLINICS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,2/11/23,2023,2/11/23,LOCAL,209A,CLEMENTI AVENUE 6,1,5,na,121209,na,na,31/7/24,na,86204
53476003A,ACRA,TANGLIN DENTAL @ CLEMENTI,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,2/11/23,2023,2/11/23,LOCAL,209A,CLEMENTI AVENUE 6,1,5,na,121209,na,na,na,na,86204
202347877H,ACRA,SMILEPLUS DENTAL (TAMPINES) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,5/12/23,2023,5/12/23,LOCAL,122,BUKIT MERAH LANE 1,1,66,na,150122,na,na,31/7/24,na,86204
202349586Z,ACRA,IVORY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/12/23,2023,19/12/23,LOCAL,471B,YISHUN STREET 42,1,2,na,762471,na,na,30/6/25,na,86204
202349621D,ACRA,LUMINOUS DENTAL CLINIC @ BEDOK NORTH PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,19/12/23,2023,19/12/23,LOCAL,5,TAMPINES CENTRAL 1,1,1,TAMPINES PLAZA 2,529541,na,na,31/7/25,na,86204
53478412K,ACRA,DE PACIFIC DENTAL GROUP (NOVENA),Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,27/12/23,2023,27/12/23,LOCAL,536,BALESTIER ROAD,na,na,na,329861,na,na,na,na,86204
202401990E,ACRA,AZURE DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/1/24,2024,12/1/24,LOCAL,781,BUKIT TIMAH ROAD,na,na,na,269759,na,na,31/7/25,na,86204
202402057R,ACRA,ASTER DENTAL CORPORATION PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/1/24,2024,13/1/24,LOCAL,111,SOMERSET ROAD,4,1,111 SOMERSET,238164,na,na,31/7/25,na,86204
202402058G,ACRA,ASTER DENTAL SPECIALISTS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,13/1/24,2024,13/1/24,LOCAL,111,SOMERSET ROAD,4,1,111 SOMERSET,238164,na,na,31/7/25,na,86204
202403576Z,ACRA,LOLA HEALTH SERVICES LIMITED,Local Company,na,Public Company Limited by Guarantee,na,Live Company,Active,24/1/24,2024,24/1/24,LOCAL,545,ORCHARD ROAD,B1,15/16,FAR EAST SHOPPING CENTRE,238882,na,na,13/7/25,na,86204
202403880K,ACRA,JUST KIDS DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/1/24,2024,26/1/24,LOCAL,79,UPPER EAST COAST ROAD,na,na,GOODWILL COURT,455219,na,na,31/7/25,na,86204
202404262R,ACRA,TOOTH TOWN PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,30/1/24,2024,30/1/24,LOCAL,10,CHUN TIN ROAD,na,na,na,599597,na,na,31/7/25,na,86204
202406085W,ACRA,SIMON & CHAN DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,15/2/24,2024,15/2/24,LOCAL,640,ROWELL ROAD,1,56,na,200640,na,na,31/7/25,na,86204
202407200G,ACRA,ASHFORD DENTAL CENTRE JALAN KAYU PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/2/24,2024,23/2/24,LOCAL,239,JALAN KAYU,na,na,na,799463,na,na,31/12/25,na,86204
202407956W,ACRA,LUMINOUS DENTAL CLINIC @ LENTOR PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,29/2/24,2024,29/2/24,LOCAL,5,TAMPINES CENTRAL 1,1,1,TAMPINES PLAZA 2,529541,na,na,31/7/25,na,86204
202409779Z,ACRA,TWINKLE FAMILY DENTALCARE (PASIR RIS) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/3/24,2024,12/3/24,LOCAL,7,PASIR RIS CENTRAL,2,46,na,519612,na,na,30/9/25,na,86204
202409867Z,ACRA,THE DENTAL CO. @449 AMK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,12/3/24,2024,12/3/24,LOCAL,449,ANG MO KIO AVENUE 10,1,1731,na,560449,na,na,30/9/25,na,86204
53482558C,ACRA,DR NG BOON YEE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Registration expired and has not been renewed,Non-Active,13/3/24,2024,13/3/24,LOCAL,1,WEST COAST DRIVE,1,3,NEWEST,128020,na,na,na,na,86204
202410318E,ACRA,ASIA PACIFIC DENTAL CENTRE (OXLEY) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/3/24,2024,15/3/24,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/25,na,86204
202410382H,ACRA,Q & M DENTAL CENTRE (SOMERSET) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,15/3/24,2024,15/3/24,LOCAL,2,CLEMENTI LOOP,4,1,LOGIS HUB @ CLEMENTI,129809,na,na,31/7/25,na,86204
202410973N,ACRA,ALL ACES DENTAL LABORATORY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/3/24,2024,20/3/24,LOCAL,6001,BEACH ROAD,15,1,GOLDEN MILE TOWER,199589,na,na,31/10/25,na,86204
202411017G,ACRA,THE DENTAL HUB (SENGKANG) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,20/3/24,2024,20/3/24,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,31/7/25,na,86204
202412287C,ACRA,DENTICARE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,28/3/24,2024,28/3/24,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/25,na,86204
202413514Z,ACRA,ASIA PACIFIC DENTAL CENTRE (PARKWAY PARADE) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,5/4/24,2024,5/4/24,LOCAL,1,SCOTTS ROAD,4,8,SHAW CENTRE,228208,na,na,30/4/26,na,86204
202416017H,ACRA,RADIANT DENTAL (TOA PAYOH) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/4/24,2024,23/4/24,LOCAL,66,LORONG 4 TOA PAYOH,1,303,TOA PAYOH VISTA,310066,na,na,23/11/25,na,86204
202416641H,ACRA,ADVANCED DENTAL CLINIC PASIR RIS CENTRAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,26/4/24,2024,26/4/24,LOCAL,7,PASIR RIS CENTRAL,B2,39,na,519612,na,na,31/7/25,na,86204
202420601W,ACRA,NORTHSTAR DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/5/24,2024,23/5/24,LOCAL,291,YISHUN STREET 22,1,349,na,760291,na,na,30/11/25,na,86204
202421953D,ACRA,BEAM DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,31/5/24,2024,31/5/24,LOCAL,432B,NORTHSHORE DRIVE,1,4,na,822432,na,na,31/7/26,na,86204
202421903Z,ACRA,DENTALL (SINGAPORE) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,31/5/24,2024,31/5/24,LOCAL,120,ROBINSON ROAD,13,1,na,68913,na,na,31/7/25,na,86204
202422920H,ACRA,DENTAL&BRACES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/6/24,2024,7/6/24,LOCAL,54,SIRAT ROAD,na,na,HIGHLAND ROW,545803,na,na,31/7/26,na,86204
202425362D,ACRA,KIM'S DENTAL CLINIC (CLEMENTI) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/6/24,2024,25/6/24,LOCAL,320,CLEMENTI AVENUE 4,1,45,CLEMENTI JADE,120320,na,na,30/11/25,na,86204
202425420E,ACRA,LITTLE INDIA DENTIST PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,25/6/24,2024,25/6/24,LOCAL,21,UBI ROAD 1,5,02B,na,408724,na,na,31/7/25,na,86204
202425778Z,ACRA,SMILEPLUS DENTAL REDHILL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,27/6/24,2024,27/6/24,LOCAL,122,BUKIT MERAH LANE 1,1,66,na,150122,na,na,31/12/25,na,86204
53487745A,ACRA,HAN DENTAL SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,29/6/24,2024,29/6/24,LOCAL,302,UBI AVENUE 1,1,63,na,400302,na,na,na,na,86204
202426309Z,ACRA,ORANGE DENTAL (J9) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/7/24,2024,1/7/24,LOCAL,18,YISHUN AVENUE 9,2,11,JUNCTION NINE,768897,na,na,30/4/26,na,86204
202426649N,ACRA,KOHE AESTHETICS & CLEAR ALIGNERS DEDICATED CENTRE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,2/7/24,2024,2/7/24,LOCAL,3,KILLINEY ROAD,7,2,WINSLAND HOUSE I,239519,na,na,1/7/26,na,86204
202415151M,ACRA,XOXO DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,7/7/24,2024,7/7/24,LOCAL,1,FUSIONOPOLIS PLACE,1,3,GALAXIS,138522,na,na,31/1/26,na,86204
202427708D,ACRA,FREEDOM DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,9/7/24,2024,9/7/24,LOCAL,700,LORONG 1 TOA PAYOH,11,11,TRELLIS TOWERS,319773,na,na,31/7/26,na,86204
202428211D,ACRA,DR YK6 DENTAL CLINICS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,11/7/24,2024,11/7/24,LOCAL,5,TAMPINES STREET 32,1,13,na,529284,na,na,31/7/26,na,86204
202429413K,ACRA,DENTAL @ MACPHERSON PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/7/24,2024,19/7/24,LOCAL,76,CIRCUIT ROAD,2,7,na,370076,na,na,31/7/25,na,86204
53489133X,ACRA,TANGLIN DENTAL @ TAMPINES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,25/7/24,2024,25/7/24,LOCAL,5,TAMPINES STREET 32,1,13,na,529284,na,na,na,na,86204
202431726G,ACRA,TM DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,4/8/24,2024,4/8/24,LOCAL,46,OWEN ROAD,1,277,na,210046,na,na,28/2/26,na,86204
202434159Z,ACRA,KEY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,20/8/24,2024,20/8/24,LOCAL,259,BUKIT PANJANG RING ROAD,1,12,BUKIT PANJANG NEW TOWN,671259,na,na,28/2/26,na,86204
202434889Z,ACRA,EN DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,26/8/24,2024,26/8/24,LOCAL,10,JALAN KILANG,4,6,BT MERAH ENTERPRISE CENTRE,159410,na,na,31/7/26,na,86204
202434885R,ACRA,ROYCE DENTAL (BUKIT TIMAH) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,26/8/24,2024,26/8/24,LOCAL,115A,COMMONWEALTH DRIVE,4,9,TANGLIN HALT INDUSTRIAL ESTATE,149596,na,na,31/7/26,na,86204
202435151H,ACRA,CASA DENTAL (TENGAH) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,27/8/24,2024,27/8/24,LOCAL,261,BUKIT TIMAH ROAD,6,1,GOODWOOD RESIDENCE,259703,na,na,30/6/26,na,86204
202435446N,ACRA,EZ DENTAL CARE - GEYLANG BAHRU PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/8/24,2024,28/8/24,LOCAL,8,JALAN GRISEK,na,na,na,419438,na,na,31/1/26,na,86204
